"INFORMATION TYPE","DATE","PERIOD","FACILITY TYPE","GROSS INJECTION (MWh)","NET INJECTION (MWh)"
"MG","03 Aug 2019","8","IGS","-0.004","-0.004"
"MG","03 Aug 2019","8","ST","31.822","31.822"
"MG","03 Aug 2019","9","CCGT/COGEN/TRIGEN","2567.262","2375.078"
"MG","03 Aug 2019","9","GT","-0.032","-0.032"
"MG","03 Aug 2019","9","IGS","-0.006","-0.006"
"MG","03 Aug 2019","9","ST","31.549","31.549"
"MG","03 Aug 2019","10","CCGT/COGEN/TRIGEN","2556.683","2363.897"
"MG","03 Aug 2019","10","GT","-0.033","-0.033"
"MG","03 Aug 2019","10","IGS","-0.004","-0.004"
"MG","03 Aug 2019","10","ST","31.798","31.798"
"MG","03 Aug 2019","11","CCGT/COGEN/TRIGEN","2572.990","2380.174"
