"INFORMATION TYPE","DATE","PERIOD","FACILITY TYPE","GROSS INJECTION (MWh)","NET INJECTION (MWh)"
"MG","02 Sep 2019","24","ST","52.247","50.842"
"MG","02 Sep 2019","25","CCGT/COGEN/TRIGEN","3358.883","3135.245"
"MG","02 Sep 2019","25","GT","-0.035","-0.035"
"MG","02 Sep 2019","25","IGS","33.039","13.134"
"MG","02 Sep 2019","25","ST","52.603","51.199"
"MG","02 Sep 2019","26","CCGT/COGEN/TRIGEN","3345.893","3121.842"
"MG","02 Sep 2019","26","GT","-0.035","-0.035"
"MG","02 Sep 2019","26","IGS","28.957","9.879"
"MG","02 Sep 2019","26","ST","54.589","53.087"
"MG","02 Sep 2019","27","CCGT/COGEN/TRIGEN","3367.000","3142.770"
"MG","02 Sep 2019","27","GT","-0.036","-0.036"
"MG","02 Sep 2019","27","IGS","30.793","12.069"
"MG","02 Sep 2019","27","ST","51.938","50.489"
"MG","02 Sep 2019","28","CCGT/COGEN/TRIGEN","3394.137","3169.790"
"MG","02 Sep 2019","28","GT","-0.045","-0.045"
"MG","02 Sep 2019","28","IGS","31.250","12.600"
"MG","02 Sep 2019","28","ST","48.526","47.129"
"MG","02 Sep 2019","29","CCGT/COGEN/TRIGEN","3415.401","3191.396"
"MG","02 Sep 2019","29","GT","-0.055","-0.055"
"MG","02 Sep 2019","29","IGS","31.277","13.448"
"MG","02 Sep 2019","29","ST","44.740","43.317"
"MG","02 Sep 2019","30","CCGT/COGEN/TRIGEN","3418.671","3194.265"
"MG","02 Sep 2019","30","GT","-0.055","-0.055"
"MG","02 Sep 2019","30","IGS","26.513","10.013"
"MG","02 Sep 2019","30","ST","44.008","42.586"
"MG","02 Sep 2019","31","CCGT/COGEN/TRIGEN","3414.221","3189.794"
"MG","02 Sep 2019","31","GT","-0.052","-0.052"
"MG","02 Sep 2019","31","IGS","23.496","8.884"
"MG","02 Sep 2019","31","ST","45.544","44.147"
"MG","02 Sep 2019","32","CCGT/COGEN/TRIGEN","3427.927","3204.083"
"MG","02 Sep 2019","32","GT","-0.039","-0.039"
"MG","02 Sep 2019","32","IGS","22.933","8.742"
