"INFORMATION TYPE","DATE","PERIOD","WEP ($/MWh)","USEP ($/MWh)","AFP ($/MWh)","HEUC ($/MWh)","MEUC ($/MWh)","EMC Price Cap Fees ($/MWh)","EMC Price Adj Fees ($/MWh)","PSO Fees ($/MWh)"
"WEP","22 Nov 2015","16","32.70","31.22","0.68","-0.03","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","17","40.58","38.60","1.72","-0.57","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","18","40.92","39.19","1.51","-0.61","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","19","44.37","42.30","1.74","-0.49","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","20","52.12","50.42","1.70","-0.82","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","21","44.06","42.24","1.36","-0.36","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","22","45.73","44.28","1.14","-0.51","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","23","45.72","44.28","1.13","-0.52","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","24","44.00","42.32","1.09","-0.23","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","25","47.61","45.28","1.42","0.09","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","26","48.25","46.25","1.06","0.12","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","27","52.10","50.42","1.09","-0.23","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","28","54.11","52.57","1.21","-0.50","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","29","54.02","52.46","1.23","-0.49","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","30","53.66","52.39","1.28","-0.84","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","31","53.68","52.07","1.26","-0.48","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","32","53.41","51.85","1.30","-0.57","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","33","51.92","50.42","1.32","-0.65","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","34","53.92","51.85","1.25","-0.01","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","35","53.32","51.85","1.10","-0.46","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","36","57.35","55.78","0.73","0.02","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","37","57.47","55.87","0.66","0.11","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","38","56.09","54.73","0.66","-0.13","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","39","57.35","56.88","0.67","-1.02","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","40","57.12","56.32","0.66","-0.69","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","41","58.70","57.32","0.65","-0.10","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","42","59.23","57.94","0.65","-0.19","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","43","58.63","57.33","0.68","-0.20","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","44","58.20","56.90","0.82","-0.34","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","45","56.83","55.36","0.84","-0.20","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","46","54.27","52.66","0.86","-0.08","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","47","64.76","63.23","1.26","-0.56","0.30","0.2615","0.0000","0.2644"
"WEP","22 Nov 2015","48","58.83","56.81","1.29","-0.09","0.30","0.2615","0.0000","0.2644"
"WEP","23 Nov 2015","1","60.98","58.49","1.39","0.30","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","2","57.74","55.71","1.41","-0.18","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","3","57.59","55.77","1.37","-0.34","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","4","57.43","55.33","1.40","-0.10","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","5","55.35","54.32","0.30","-0.06","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","6","51.29","50.33","0.29","-0.13","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","7","53.68","52.35","0.46","0.07","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","8","49.87","48.32","0.53","0.23","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","9","45.47","44.23","0.52","-0.07","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","10","45.83","45.26","0.44","-0.66","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","11","53.24","52.56","0.44","-0.55","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","12","55.69","54.68","0.44","-0.23","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","13","60.07","60.42","0.05","-1.19","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","14","60.51","60.44","0.07","-0.79","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","15","48.26","47.01","1.02","-0.57","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","16","51.09","50.45","0.38","-0.53","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","17","55.96","55.85","0.07","-0.75","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","18","58.23","57.90","0.11","-0.58","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","19","58.96","58.95","0.08","-0.86","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","20","61.44","61.36","0.07","-0.79","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","21","62.67","62.80","0.07","-0.99","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","22","63.22","63.06","0.06","-0.70","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","23","63.50","63.40","0.06","-0.76","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","24","62.86","62.84","0.06","-0.84","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","25","63.25","62.71","0.68","-0.94","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","26","63.15","62.78","0.09","-0.51","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","27","63.01","63.05","0.09","-0.92","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","28","63.25","63.39","0.07","-1.01","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","29","63.61","63.57","0.07","-0.82","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","30","62.79","63.39","0.08","-1.47","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","31","62.97","63.39","0.07","-1.28","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","32","63.41","63.57","0.08","-1.03","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","33","63.32","63.39","0.08","-0.95","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","34","62.82","62.96","0.07","-1.00","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","35","61.41","61.36","0.06","-0.80","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","36","58.21","57.96","0.04","-0.58","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","37","58.09","57.90","0.04","-0.65","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","38","59.01","58.95","0.06","-0.80","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","39","60.13","59.99","0.06","-0.71","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","40","60.83","60.60","0.02","-0.58","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","41","60.65","60.60","0.02","-0.77","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","42","62.52","63.03","0.07","-1.37","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","43","62.96","63.00","0.08","-0.91","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","44","60.71","60.04","0.11","-0.23","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","45","57.40","56.94","0.09","-0.42","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","46","63.62","62.18","1.28","-0.63","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","47","62.27","60.53","1.25","-0.31","0.30","0.2615","0.0000","0.2320"
"WEP","23 Nov 2015","48","57.54","55.74","1.29","-0.29","0.30","0.2615","0.0000","0.2320"
"WEP","24 Nov 2015","1","68.00","65.18","1.56","0.46","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","2","65.53","63.35","1.58","-0.19","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","3","64.58","62.43","1.60","-0.24","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","4","63.99","61.80","1.63","-0.24","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","5","58.18","56.78","0.88","-0.27","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","6","57.88","56.78","0.47","-0.16","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","7","56.71","55.69","0.27","-0.05","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","8","56.67","55.69","0.27","-0.08","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","9","55.12","54.68","0.04","-0.39","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","10","54.58","54.68","0.04","-0.94","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","11","56.38","56.27","0.04","-0.73","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","12","62.71","61.79","0.26","-0.14","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","13","63.35","62.42","0.25","-0.11","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","14","58.01","57.29","0.04","-0.12","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","15","46.27","45.24","0.41","-0.18","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","16","55.92","55.76","0.00","-0.64","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","17","59.24","58.93","0.01","-0.49","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","18","58.72","58.12","0.07","-0.26","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","19","60.62","60.41","0.07","-0.65","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","20","63.06","62.80","0.10","-0.64","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","21","63.38","63.16","0.10","-0.68","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","22","63.80","63.45","0.09","-0.53","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","23","63.57","63.17","0.09","-0.48","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","24","63.50","63.02","0.09","-0.40","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","25","63.10","62.82","0.10","-0.61","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","26","62.42","62.05","0.08","-0.50","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","27","63.64","62.81","0.09","-0.06","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","28","63.63","62.67","0.09","0.08","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","29","63.20","62.14","0.09","0.17","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","30","61.08","60.41","0.07","-0.20","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","31","60.90","59.98","0.07","0.05","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","32","61.00","59.96","0.07","0.18","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","33","60.36","59.95","0.06","-0.44","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","34","58.98","58.93","0.04","-0.79","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","35","58.25","57.90","0.04","-0.49","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","36","57.16","56.86","0.04","-0.54","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","37","56.43","55.83","0.04","-0.24","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","38","57.34","56.86","0.02","-0.34","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","39","57.30","56.86","0.04","-0.39","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","40","57.94","57.35","0.04","-0.25","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","41","58.09","57.35","0.02","-0.08","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","42","60.40","59.93","0.04","-0.37","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","43","58.30","57.90","0.10","-0.50","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","44","57.28","56.85","0.14","-0.51","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","45","56.44","55.75","0.18","-0.29","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","46","59.94","57.84","1.46","-0.16","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","47","58.89","56.80","1.50","-0.20","0.30","0.2615","0.0000","0.2338"
"WEP","24 Nov 2015","48","57.00","54.69","1.54","-0.03","0.30","0.2615","0.0000","0.2338"
"WEP","25 Nov 2015","1","64.43","62.15","1.24","0.25","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","2","61.01","59.09","1.26","-0.14","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","3","58.77","56.78","1.28","-0.09","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","4","57.67","55.69","1.30","-0.12","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","5","55.55","54.67","0.30","-0.22","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","6","55.33","54.19","0.29","0.05","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","7","54.27","53.12","0.05","0.30","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","8","51.10","50.09","0.10","0.12","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","9","50.67","50.09","0.10","-0.32","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","10","53.08","52.11","0.05","0.13","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","11","55.38","54.65","0.02","-0.09","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","12","57.63","56.77","0.04","0.02","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","13","58.84","57.80","0.04","0.20","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","14","56.64","55.70","0.04","0.10","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","15","48.60","47.13","0.93","-0.26","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","16","54.77","54.30","0.06","-0.39","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","17","56.67","56.33","0.06","-0.52","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","18","57.31","56.86","0.11","-0.46","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","19","58.10","57.89","0.07","-0.66","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","20","60.43","59.97","0.06","-0.40","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","21","62.63","62.51","0.06","-0.73","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","22","63.13","62.88","0.06","-0.61","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","23","62.68","62.78","0.09","-0.99","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","24","62.71","62.53","0.09","-0.70","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","25","62.73","62.62","0.07","-0.76","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","26","63.00","62.70","0.06","-0.56","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","27","63.00","62.89","0.06","-0.75","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","28","63.18","63.15","0.06","-0.83","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","29","63.15","63.14","0.06","-0.85","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","30","63.27","63.15","0.07","-0.74","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","31","69.53","68.83","0.12","-0.22","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","32","68.98","68.12","0.10","-0.04","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","33","69.06","68.04","0.10","0.12","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","34","62.49","62.20","0.07","-0.58","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","35","59.12","58.96","0.06","-0.70","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","36","58.15","57.33","0.04","-0.02","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","37","57.34","56.85","0.04","-0.35","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","38","57.93","57.35","0.04","-0.26","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","39","58.46","57.88","0.04","-0.26","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","40","58.18","57.89","0.02","-0.53","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","41","58.01","57.88","0.04","-0.71","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","42","60.29","60.00","0.06","-0.56","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","43","58.93","58.97","0.11","-0.95","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","44","57.03","56.85","0.14","-0.76","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","45","56.42","55.75","0.18","-0.30","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","46","59.46","57.84","1.19","-0.37","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","47","57.54","55.72","1.22","-0.20","0.30","0.2615","0.0000","0.2371"
"WEP","25 Nov 2015","48","56.43","54.69","1.26","-0.32","0.30","0.2615","0.0000","0.2371"
"WEP","26 Nov 2015","1","65.61","63.31","1.40","0.10","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","2","63.95","62.04","1.43","-0.32","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","3","58.69","56.78","1.44","-0.33","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","4","58.61","56.77","1.47","-0.43","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","5","56.81","55.68","0.49","-0.16","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","6","56.68","55.26","0.48","0.14","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","7","56.12","54.65","0.45","0.22","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","8","55.03","54.19","0.27","-0.23","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","9","52.43","52.41","0.05","-0.84","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","10","54.89","54.19","0.04","-0.14","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","11","56.09","55.32","0.04","-0.07","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","12","58.57","57.20","0.26","0.31","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","13","62.65","61.31","0.26","0.28","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","14","56.94","55.77","0.24","0.13","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","15","48.63","47.67","0.42","-0.26","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","16","53.33","52.74","0.02","-0.23","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","17","57.81","56.85","0.04","0.12","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","18","57.79","56.86","0.05","0.08","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","19","58.53","57.88","0.05","-0.20","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","20","59.50","58.93","0.04","-0.27","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","21","61.67","61.38","0.06","-0.57","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","22","62.71","62.39","0.06","-0.54","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","23","62.60","62.45","0.06","-0.71","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","24","62.02","61.96","0.06","-0.80","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","25","62.00","61.46","0.06","-0.32","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","26","62.45","61.89","0.06","-0.30","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","27","62.35","61.98","0.06","-0.49","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","28","62.12","62.04","0.06","-0.78","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","29","62.89","62.40","0.07","-0.38","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","30","62.52","62.04","0.06","-0.38","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","31","62.61","61.97","0.06","-0.22","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","32","62.43","61.96","0.07","-0.40","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","33","62.29","61.96","0.04","-0.51","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","34","60.82","60.39","0.04","-0.41","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","35","59.41","58.97","0.04","-0.40","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","36","58.08","57.43","0.04","-0.19","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","37","57.80","57.33","0.04","-0.37","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","38","59.05","58.91","0.04","-0.70","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","39","60.40","59.93","0.04","-0.37","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","40","60.51","59.95","0.04","-0.28","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","41","59.32","58.93","0.04","-0.45","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","42","60.42","60.02","0.04","-0.44","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","43","59.59","58.98","0.08","-0.27","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","44","57.43","56.85","0.14","-0.36","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","45","56.66","55.76","0.18","-0.08","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","46","59.33","57.30","1.31","-0.08","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","47","58.72","56.29","1.34","0.29","0.30","0.2615","0.0000","0.2386"
"WEP","26 Nov 2015","48","56.76","54.22","1.38","0.36","0.30","0.2615","0.0000","0.2386"
"WEP","27 Nov 2015","1","61.98","60.29","1.23","-0.34","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","2","59.11","56.78","1.26","0.27","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","3","57.16","55.33","1.11","-0.08","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","4","56.53","54.20","1.30","0.23","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","5","49.88","49.17","0.30","-0.39","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","6","51.43","49.17","1.08","0.37","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","7","51.07","49.16","0.89","0.22","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","8","47.69","46.35","0.85","-0.31","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","9","46.61","45.71","0.45","-0.36","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","10","46.51","45.71","0.44","-0.44","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","11","52.26","51.62","0.44","-0.60","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","12","55.64","54.67","0.56","-0.39","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","13","56.05","55.70","0.05","-0.50","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","14","54.88","54.33","0.05","-0.30","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","15","45.49","44.26","0.82","-0.39","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","16","55.50","54.71","0.49","-0.50","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","17","58.98","57.86","0.38","-0.06","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","18","60.03","58.88","1.01","-0.66","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","19","60.23","58.90","1.01","-0.48","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","20","60.74","58.92","1.24","-0.22","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","21","60.31","59.36","0.52","-0.37","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","22","60.76","60.38","0.06","-0.48","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","23","60.86","60.41","0.06","-0.41","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","24","60.98","60.39","0.06","-0.28","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","25","59.65","58.98","0.06","-0.19","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","26","59.53","58.98","0.06","-0.31","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","27","60.59","60.39","0.06","-0.66","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","28","60.65","60.39","0.06","-0.60","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","29","63.40","63.05","0.19","-0.64","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","30","63.62","63.05","0.20","-0.43","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","31","63.70","63.05","0.19","-0.34","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","32","63.71","63.05","0.22","-0.37","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","33","63.74","63.04","0.20","-0.31","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","34","63.37","63.03","0.19","-0.65","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","35","62.37","62.30","0.15","-0.88","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","36","58.98","58.90","0.08","-0.80","0.30","0.2615","0.0000","0.2397"
"WEP","27 Nov 2015","37","58.01","57.87","0.08","-0.74","0.30","0.2615","0.0000","0.2397"
