"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","06 Sep 2019","24","106.41","0.00","6947.940","0.000"
"USEP","06 Sep 2019","25","104.25","0.00","6884.310","0.000"
"USEP","06 Sep 2019","26","104.39","0.00","6897.883","0.000"
"USEP","06 Sep 2019","27","106.41","0.00","6938.244","0.000"
"USEP","06 Sep 2019","28","159.78","0.00","6985.534","0.000"
"USEP","06 Sep 2019","29","139.34","0.00","6980.822","0.000"
"USEP","06 Sep 2019","30","115.85","0.00","6977.214","0.000"
"USEP","06 Sep 2019","31","113.89","0.00","6970.316","0.000"
"USEP","06 Sep 2019","32","114.10","0.00","6973.566","0.000"
"USEP","06 Sep 2019","33","119.87","0.00","6944.670","0.000"
"USEP","06 Sep 2019","34","115.84","0.00","6921.684","0.000"
"USEP","06 Sep 2019","35","104.20","0.00","6844.634","0.000"
"USEP","06 Sep 2019","36","92.81","0.00","6739.200","0.000"
"USEP","06 Sep 2019","37","91.90","0.00","6661.649","0.000"
"USEP","06 Sep 2019","38","92.37","0.00","6664.482","0.000"
"USEP","06 Sep 2019","39","92.40","0.00","6663.637","0.000"
"USEP","06 Sep 2019","40","92.33","0.00","6645.089","0.000"
"USEP","06 Sep 2019","41","92.73","0.00","6606.208","0.000"
"USEP","06 Sep 2019","42","92.98","0.00","6569.147","0.000"
"USEP","06 Sep 2019","43","91.91","0.00","6520.421","0.000"
"USEP","06 Sep 2019","44","92.09","0.00","6409.088","0.000"
"USEP","06 Sep 2019","45","91.06","0.00","6293.392","0.000"
"USEP","06 Sep 2019","46","91.73","0.00","6183.709","0.000"
"USEP","06 Sep 2019","47","88.68","0.00","6076.083","0.000"
"USEP","06 Sep 2019","48","87.86","0.00","5954.413","0.000"
"USEP","07 Sep 2019","1","92.30","0.00","5842.369","0.000"
"USEP","07 Sep 2019","2","87.85","0.00","5729.744","0.000"
"USEP","07 Sep 2019","3","83.14","0.00","5639.305","0.000"
"USEP","07 Sep 2019","4","80.20","0.00","5552.588","0.000"
"USEP","07 Sep 2019","5","79.05","0.00","5493.395","0.000"
"USEP","07 Sep 2019","6","72.87","0.00","5416.047","0.000"
"USEP","07 Sep 2019","7","71.00","0.00","5378.295","0.000"
"USEP","07 Sep 2019","8","69.98","0.00","5340.473","0.000"
"USEP","07 Sep 2019","9","69.49","0.00","5309.585","0.000"
"USEP","07 Sep 2019","10","69.63","0.00","5310.420","0.000"
"USEP","07 Sep 2019","11","69.57","0.00","5339.500","0.000"
"USEP","07 Sep 2019","12","69.99","0.00","5396.510","0.000"
"USEP","07 Sep 2019","13","71.00","0.00","5468.407","0.000"
"USEP","07 Sep 2019","14","71.69","0.00","5542.355","0.000"
"USEP","07 Sep 2019","15","72.02","0.00","5620.916","0.000"
"USEP","07 Sep 2019","16","76.83","0.00","5792.833","0.000"
"USEP","07 Sep 2019","17","79.58","0.00","6010.658","0.000"
"USEP","07 Sep 2019","18","79.58","0.00","6165.012","0.000"
"USEP","07 Sep 2019","19","80.86","0.00","6267.011","0.000"
"USEP","07 Sep 2019","20","80.87","0.00","6353.643","0.000"
"USEP","07 Sep 2019","21","80.97","0.00","6417.602","0.000"
"USEP","07 Sep 2019","22","80.93","0.00","6440.479","0.000"
"USEP","07 Sep 2019","23","80.93","0.00","6436.920","0.000"
"USEP","07 Sep 2019","24","80.88","0.00","6376.709","0.000"
"USEP","07 Sep 2019","25","80.88","0.00","6331.288","0.000"
"USEP","07 Sep 2019","26","79.95","0.00","6289.460","0.000"
"USEP","07 Sep 2019","27","79.61","0.00","6267.751","0.000"
"USEP","07 Sep 2019","28","79.09","0.00","6250.019","0.000"
"USEP","07 Sep 2019","29","79.09","0.00","6227.708","0.000"
"USEP","07 Sep 2019","30","79.91","0.00","6215.159","0.000"
"USEP","07 Sep 2019","31","86.67","0.00","6195.895","0.000"
"USEP","07 Sep 2019","32","85.00","0.00","6190.403","0.000"
"USEP","07 Sep 2019","33","85.01","0.00","6178.356","0.000"
"USEP","07 Sep 2019","34","84.72","0.00","6148.288","0.000"
"USEP","07 Sep 2019","35","84.69","0.00","6129.248","0.000"
"USEP","07 Sep 2019","36","84.70","0.00","6127.528","0.000"
"USEP","07 Sep 2019","37","84.99","0.00","6151.359","0.000"
"USEP","07 Sep 2019","38","90.69","0.00","6209.419","0.000"
"USEP","07 Sep 2019","39","94.31","0.00","6256.529","0.000"
"USEP","07 Sep 2019","40","92.25","0.00","6250.754","0.000"
"USEP","07 Sep 2019","41","92.33","0.00","6243.056","0.000"
"USEP","07 Sep 2019","42","93.54","0.00","6247.086","0.000"
"USEP","07 Sep 2019","43","92.33","0.00","6231.247","0.000"
"USEP","07 Sep 2019","44","90.69","0.00","6144.495","0.000"
"USEP","07 Sep 2019","45","91.03","0.00","6058.833","0.000"
"USEP","07 Sep 2019","46","90.71","0.00","5979.959","0.000"
"USEP","07 Sep 2019","47","88.97","0.00","5889.684","0.000"
"USEP","07 Sep 2019","48","85.64","0.00","5754.683","0.000"
"USEP","08 Sep 2019","1","82.16","0.00","5618.799","0.000"
"USEP","08 Sep 2019","2","80.89","0.00","5513.708","0.000"
"USEP","08 Sep 2019","3","81.57","0.00","5462.656","0.000"
"USEP","08 Sep 2019","4","76.30","0.00","5382.590","0.000"
"USEP","08 Sep 2019","5","76.27","0.00","5335.951","0.000"
"USEP","08 Sep 2019","6","70.70","0.00","5289.283","0.000"
"USEP","08 Sep 2019","7","68.49","0.00","5235.448","0.000"
"USEP","08 Sep 2019","8","68.48","0.00","5201.622","0.000"
"USEP","08 Sep 2019","9","68.32","0.00","5185.241","0.000"
"USEP","08 Sep 2019","10","68.46","0.00","5200.335","0.000"
"USEP","08 Sep 2019","11","68.71","0.00","5232.441","0.000"
"USEP","08 Sep 2019","12","69.73","0.00","5276.545","0.000"
"USEP","08 Sep 2019","13","69.54","0.00","5325.141","0.000"
"USEP","08 Sep 2019","14","69.94","0.00","5354.534","0.000"
"USEP","08 Sep 2019","15","70.85","0.00","5394.319","0.000"
"USEP","08 Sep 2019","16","76.55","0.00","5474.142","0.000"
"USEP","08 Sep 2019","17","77.55","0.00","5576.300","0.000"
"USEP","08 Sep 2019","18","81.91","0.00","5689.084","0.000"
"USEP","08 Sep 2019","19","82.09","0.00","5799.100","0.000"
"USEP","08 Sep 2019","20","82.67","0.00","5870.549","0.000"
"USEP","08 Sep 2019","21","83.90","0.00","5938.340","0.000"
"USEP","08 Sep 2019","22","109.19","0.00","5964.070","0.000"
"USEP","08 Sep 2019","23","104.10","0.00","5949.657","0.000"
"USEP","08 Sep 2019","24","104.09","0.00","5930.646","0.000"
"USEP","08 Sep 2019","25","99.01","0.00","5912.948","0.000"
"USEP","08 Sep 2019","26","103.08","0.00","5925.721","0.000"
"USEP","08 Sep 2019","27","103.54","0.00","5943.519","0.000"
"USEP","08 Sep 2019","28","108.09","0.00","5969.979","0.000"
"USEP","08 Sep 2019","29","108.36","0.00","5963.210","0.000"
"USEP","08 Sep 2019","30","106.65","0.00","5960.948","0.000"
"USEP","08 Sep 2019","31","104.08","0.00","5957.788","0.000"
"USEP","08 Sep 2019","32","102.01","0.00","5947.331","0.000"
"USEP","08 Sep 2019","33","101.89","0.00","5938.017","0.000"
"USEP","08 Sep 2019","34","101.89","0.00","5924.747","0.000"
"USEP","08 Sep 2019","35","98.99","0.00","5944.597","0.000"
"USEP","08 Sep 2019","36","101.88","0.00","5955.422","0.000"
"USEP","08 Sep 2019","37","101.89","0.00","6010.763","0.000"
"USEP","08 Sep 2019","38","109.17","0.00","6128.040","0.000"
"USEP","08 Sep 2019","39","109.16","0.00","6204.364","0.000"
"USEP","08 Sep 2019","40","100.03","0.00","6240.869","0.000"
"USEP","08 Sep 2019","41","103.08","0.00","6253.060","0.000"
"USEP","08 Sep 2019","42","107.98","0.00","6298.948","0.000"
"USEP","08 Sep 2019","43","107.27","0.00","6290.042","0.000"
"USEP","08 Sep 2019","44","97.84","0.00","6203.584","0.000"
"USEP","08 Sep 2019","45","92.60","0.00","6074.140","0.000"
"USEP","08 Sep 2019","46","91.04","0.00","5987.747","0.000"
"USEP","08 Sep 2019","47","91.00","0.00","5873.133","0.000"
"USEP","08 Sep 2019","48","88.63","0.00","5758.605","0.000"
"USEP","09 Sep 2019","1","91.62","0.00","5644.523","0.000"
"USEP","09 Sep 2019","2","83.12","0.00","5534.721","0.000"
"USEP","09 Sep 2019","3","80.36","0.00","5448.348","0.000"
"USEP","09 Sep 2019","4","75.79","0.00","5365.170","0.000"
"USEP","09 Sep 2019","5","75.27","0.00","5325.678","0.000"
"USEP","09 Sep 2019","6","71.85","0.00","5281.569","0.000"
"USEP","09 Sep 2019","7","71.79","0.00","5259.408","0.000"
"USEP","09 Sep 2019","8","69.59","0.00","5239.777","0.000"
"USEP","09 Sep 2019","9","69.57","0.00","5234.031","0.000"
"USEP","09 Sep 2019","10","69.53","0.00","5264.492","0.000"
"USEP","09 Sep 2019","11","71.85","0.00","5339.862","0.000"
"USEP","09 Sep 2019","12","78.93","0.00","5497.958","0.000"
"USEP","09 Sep 2019","13","82.77","0.00","5694.189","0.000"
"USEP","09 Sep 2019","14","80.54","0.00","5856.524","0.000"
"USEP","09 Sep 2019","15","81.98","0.00","6040.488","0.000"
"USEP","09 Sep 2019","16","92.12","0.00","6320.463","0.000"
"USEP","09 Sep 2019","17","101.17","0.00","6647.812","0.000"
"USEP","09 Sep 2019","18","99.00","0.00","6821.007","0.000"
"USEP","09 Sep 2019","19","97.95","0.00","6919.204","0.000"
"USEP","09 Sep 2019","20","90.69","0.00","6982.457","0.000"
"USEP","09 Sep 2019","21","95.20","0.00","7043.628","0.000"
"USEP","09 Sep 2019","22","95.35","0.00","7039.677","0.000"
"USEP","09 Sep 2019","23","97.79","0.00","7043.961","0.000"
"USEP","09 Sep 2019","24","95.17","0.00","6983.869","0.000"
"USEP","09 Sep 2019","25","92.19","0.00","6930.740","0.000"
"USEP","09 Sep 2019","26","92.20","0.00","6929.696","0.000"
"USEP","09 Sep 2019","27","96.03","0.00","6987.229","0.000"
"USEP","09 Sep 2019","28","97.79","0.00","7011.547","0.000"
"USEP","09 Sep 2019","29","97.79","0.00","7011.437","0.000"
"USEP","09 Sep 2019","30","97.80","0.00","7017.665","0.000"
"USEP","09 Sep 2019","31","97.85","0.00","7032.754","0.000"
"USEP","09 Sep 2019","32","97.90","0.00","7043.419","0.000"
"USEP","09 Sep 2019","33","97.80","0.00","7032.038","0.000"
"USEP","09 Sep 2019","34","95.37","0.00","7006.383","0.000"
"USEP","09 Sep 2019","35","90.70","0.00","6933.200","0.000"
"USEP","09 Sep 2019","36","88.23","0.00","6799.164","0.000"
"USEP","09 Sep 2019","37","87.52","0.00","6748.301","0.000"
"USEP","09 Sep 2019","38","87.49","0.00","6751.750","0.000"
"USEP","09 Sep 2019","39","87.66","0.00","6763.027","0.000"
"USEP","09 Sep 2019","40","87.18","0.00","6753.872","0.000"
"USEP","09 Sep 2019","41","89.02","0.00","6717.427","0.000"
"USEP","09 Sep 2019","42","90.71","0.00","6685.719","0.000"
"USEP","09 Sep 2019","43","97.97","0.00","6642.057","0.000"
"USEP","09 Sep 2019","44","91.13","0.00","6518.960","0.000"
"USEP","09 Sep 2019","45","88.46","0.00","6378.866","0.000"
"USEP","09 Sep 2019","46","89.01","0.00","6236.147","0.000"
"USEP","09 Sep 2019","47","90.60","0.00","6086.381","0.000"
"USEP","09 Sep 2019","48","84.90","0.00","5961.416","0.000"
"USEP","10 Sep 2019","1","85.03","0.00","5827.275","0.000"
"USEP","10 Sep 2019","2","81.25","0.00","5733.342","0.000"
"USEP","10 Sep 2019","3","77.19","0.00","5631.547","0.000"
"USEP","10 Sep 2019","4","72.78","0.00","5548.230","0.000"
"USEP","10 Sep 2019","5","72.68","0.00","5505.269","0.000"
"USEP","10 Sep 2019","6","72.45","0.00","5452.050","0.000"
"USEP","10 Sep 2019","7","70.88","0.00","5413.538","0.000"
"USEP","10 Sep 2019","8","70.88","0.00","5389.766","0.000"
"USEP","10 Sep 2019","9","70.88","0.00","5377.903","0.000"
"USEP","10 Sep 2019","10","71.14","0.00","5399.985","0.000"
"USEP","10 Sep 2019","11","71.78","0.00","5476.920","0.000"
"USEP","10 Sep 2019","12","74.99","0.00","5622.760","0.000"
"USEP","10 Sep 2019","13","81.09","0.00","5807.003","0.000"
"USEP","10 Sep 2019","14","81.60","0.00","5934.036","0.000"
"USEP","10 Sep 2019","15","81.79","0.00","6082.982","0.000"
"USEP","10 Sep 2019","16","88.26","0.00","6358.757","0.000"
"USEP","10 Sep 2019","17","89.01","0.00","6668.771","0.000"
"USEP","10 Sep 2019","18","91.90","0.00","6845.608","0.000"
"USEP","10 Sep 2019","19","98.47","0.00","6943.900","0.000"
"USEP","10 Sep 2019","20","101.20","0.00","7001.731","0.000"
"USEP","10 Sep 2019","21","115.01","0.00","7049.349","0.000"
"USEP","10 Sep 2019","22","141.98","0.00","7076.892","0.000"
"USEP","10 Sep 2019","23","151.78","0.00","7053.668","0.000"
"USEP","10 Sep 2019","24","106.24","0.00","6998.764","0.000"
"USEP","10 Sep 2019","25","104.22","0.00","6954.491","0.000"
"USEP","10 Sep 2019","26","104.22","0.00","6963.119","0.000"
"USEP","10 Sep 2019","27","106.24","0.00","7025.050","0.000"
"USEP","10 Sep 2019","28","121.55","0.00","7045.502","0.000"
"USEP","10 Sep 2019","29","124.47","0.00","7062.951","0.000"
"USEP","10 Sep 2019","30","116.59","0.00","7039.001","0.000"
"USEP","10 Sep 2019","31","111.31","0.00","7020.200","0.000"
"USEP","10 Sep 2019","32","112.34","0.00","7032.227","0.000"
"USEP","10 Sep 2019","33","112.33","0.00","7030.622","0.000"
"USEP","10 Sep 2019","34","111.31","0.00","6998.013","0.000"
"USEP","10 Sep 2019","35","101.19","0.00","6934.045","0.000"
"USEP","10 Sep 2019","36","93.25","0.00","6824.665","0.000"
"USEP","10 Sep 2019","37","90.83","0.00","6745.751","0.000"
"USEP","10 Sep 2019","38","93.55","0.00","6769.786","0.000"
"USEP","10 Sep 2019","39","93.92","0.00","6785.824","0.000"
"USEP","10 Sep 2019","40","93.92","0.00","6771.714","0.000"
"USEP","10 Sep 2019","41","101.17","0.00","6734.648","0.000"
"USEP","10 Sep 2019","42","101.15","0.00","6687.150","0.000"
"USEP","10 Sep 2019","43","101.13","0.00","6632.892","0.000"
"USEP","10 Sep 2019","44","101.07","0.00","6511.426","0.000"
"USEP","10 Sep 2019","45","96.02","0.00","6354.736","0.000"
"USEP","10 Sep 2019","46","93.44","0.00","6219.652","0.000"
"USEP","10 Sep 2019","47","89.23","0.00","6074.806","0.000"
"USEP","10 Sep 2019","48","83.02","0.00","5909.767","0.000"
"USEP","11 Sep 2019","1","81.22","0.00","5771.010","0.000"
"USEP","11 Sep 2019","2","73.66","0.00","5655.328","0.000"
"USEP","11 Sep 2019","3","72.66","0.00","5592.249","0.000"
"USEP","11 Sep 2019","4","71.40","0.00","5510.627","0.000"
"USEP","11 Sep 2019","5","70.89","0.00","5451.036","0.000"
"USEP","11 Sep 2019","6","70.87","0.00","5410.695","0.000"
"USEP","11 Sep 2019","7","69.83","0.00","5364.131","0.000"
"USEP","11 Sep 2019","8","68.97","0.00","5352.282","0.000"
"USEP","11 Sep 2019","9","68.97","0.00","5338.938","0.000"
"USEP","11 Sep 2019","10","69.79","0.00","5359.961","0.000"
"USEP","11 Sep 2019","11","70.86","0.00","5444.779","0.000"
"USEP","11 Sep 2019","12","72.64","0.00","5579.078","0.000"
"USEP","11 Sep 2019","13","77.14","0.00","5744.326","0.000"
"USEP","11 Sep 2019","14","81.41","0.00","5898.719","0.000"
"USEP","11 Sep 2019","15","84.22","0.00","6068.400","0.000"
"USEP","11 Sep 2019","16","85.97","0.00","6333.013","0.000"
"USEP","11 Sep 2019","17","97.73","0.00","6620.025","0.000"
"USEP","11 Sep 2019","18","99.69","0.00","6772.380","0.000"
"USEP","11 Sep 2019","19","101.23","0.00","6871.557","0.000"
"USEP","11 Sep 2019","20","106.26","0.00","6940.366","0.000"
"USEP","11 Sep 2019","21","111.25","0.00","6999.554","0.000"
"USEP","11 Sep 2019","22","111.29","0.00","7015.100","0.000"
"USEP","11 Sep 2019","23","102.00","0.00","7007.168","0.000"
"USEP","11 Sep 2019","24","101.17","0.00","6945.292","0.000"
"USEP","11 Sep 2019","25","101.18","0.00","6905.318","0.000"
"USEP","11 Sep 2019","26","101.18","0.00","6890.239","0.000"
"USEP","11 Sep 2019","27","101.19","0.00","6955.222","0.000"
"USEP","11 Sep 2019","28","101.20","0.00","6970.395","0.000"
"USEP","11 Sep 2019","29","101.18","0.00","6987.765","0.000"
"USEP","11 Sep 2019","30","101.20","0.00","6970.957","0.000"
"USEP","11 Sep 2019","31","101.19","0.00","6981.011","0.000"
"USEP","11 Sep 2019","32","101.18","0.00","6982.353","0.000"
"USEP","11 Sep 2019","33","101.20","0.00","6984.883","0.000"
"USEP","11 Sep 2019","34","101.19","0.00","6973.482","0.000"
"USEP","11 Sep 2019","35","101.17","0.00","6892.312","0.000"
"USEP","11 Sep 2019","36","95.81","0.00","6770.303","0.000"
"USEP","11 Sep 2019","37","95.57","0.00","6695.196","0.000"
"USEP","11 Sep 2019","38","95.75","0.00","6716.249","0.000"
"USEP","11 Sep 2019","39","95.74","0.00","6715.191","0.000"
"USEP","11 Sep 2019","40","95.74","0.00","6702.368","0.000"
"USEP","11 Sep 2019","41","95.68","0.00","6680.028","0.000"
"USEP","11 Sep 2019","42","95.55","0.00","6660.903","0.000"
"USEP","11 Sep 2019","43","94.86","0.00","6606.845","0.000"
"USEP","11 Sep 2019","44","91.08","0.00","6487.754","0.000"
"USEP","11 Sep 2019","45","91.04","0.00","6327.749","0.000"
"USEP","11 Sep 2019","46","91.00","0.00","6207.113","0.000"
"USEP","11 Sep 2019","47","90.93","0.00","6054.444","0.000"
"USEP","11 Sep 2019","48","86.69","0.00","5907.113","0.000"
"USEP","12 Sep 2019","1","81.18","0.00","5759.932","0.000"
"USEP","12 Sep 2019","2","77.10","0.00","5646.869","0.000"
"USEP","12 Sep 2019","3","74.62","0.00","5569.337","0.000"
"USEP","12 Sep 2019","4","72.58","0.00","5502.993","0.000"
"USEP","12 Sep 2019","5","71.15","0.00","5445.376","0.000"
"USEP","12 Sep 2019","6","70.94","0.00","5409.298","0.000"
"USEP","12 Sep 2019","7","69.76","0.00","5355.866","0.000"
"USEP","12 Sep 2019","8","69.75","0.00","5337.949","0.000"
"USEP","12 Sep 2019","9","69.77","0.00","5338.193","0.000"
"USEP","12 Sep 2019","10","70.78","0.00","5374.091","0.000"
"USEP","12 Sep 2019","11","71.85","0.00","5452.607","0.000"
"USEP","12 Sep 2019","12","75.24","0.00","5591.841","0.000"
"USEP","12 Sep 2019","13","77.96","0.00","5771.353","0.000"
"USEP","12 Sep 2019","14","81.49","0.00","5925.825","0.000"
"USEP","12 Sep 2019","15","84.72","0.00","6076.397","0.000"
"USEP","12 Sep 2019","16","90.65","0.00","6336.000","0.000"
"USEP","12 Sep 2019","17","95.15","0.00","6634.980","0.000"
"USEP","12 Sep 2019","18","101.17","0.00","6793.965","0.000"
"USEP","12 Sep 2019","19","114.39","0.00","6901.854","0.000"
"USEP","12 Sep 2019","20","108.28","0.00","6952.603","0.000"
"USEP","12 Sep 2019","21","202.38","0.00","7009.176","0.000"
"USEP","12 Sep 2019","22","104.02","0.00","7030.656","0.000"
"USEP","12 Sep 2019","23","101.19","0.00","7014.151","0.000"
"USEP","12 Sep 2019","24","101.18","0.00","6933.140","0.000"
"USEP","12 Sep 2019","25","95.76","0.00","6861.567","0.000"
"USEP","12 Sep 2019","26","99.82","0.00","6890.552","0.000"
"USEP","12 Sep 2019","27","101.18","0.00","6961.653","0.000"
"USEP","12 Sep 2019","28","107.09","0.00","7018.346","0.000"
"USEP","12 Sep 2019","29","104.38","0.00","7002.546","0.000"
"USEP","12 Sep 2019","30","105.87","0.00","7008.575","0.000"
"USEP","12 Sep 2019","31","102.00","0.00","6996.165","0.000"
"USEP","12 Sep 2019","32","105.92","0.00","7010.776","0.000"
"USEP","12 Sep 2019","33","107.09","0.00","7018.773","0.000"
"USEP","12 Sep 2019","34","101.95","0.00","6985.608","0.000"
"USEP","12 Sep 2019","35","101.20","0.00","6928.468","0.000"
"USEP","12 Sep 2019","36","96.77","0.00","6796.346","0.000"
"USEP","12 Sep 2019","37","95.72","0.00","6716.135","0.000"
"USEP","12 Sep 2019","38","96.76","0.00","6736.204","0.000"
"USEP","12 Sep 2019","39","99.80","0.00","6748.390","0.000"
"USEP","12 Sep 2019","40","101.16","0.00","6731.845","0.000"
"USEP","12 Sep 2019","41","100.71","0.00","6700.395","0.000"
"USEP","12 Sep 2019","42","100.85","0.00","6667.528","0.000"
"USEP","12 Sep 2019","43","96.72","0.00","6600.582","0.000"
"USEP","12 Sep 2019","44","93.09","0.00","6485.845","0.000"
"USEP","12 Sep 2019","45","91.04","0.00","6339.722","0.000"
"USEP","12 Sep 2019","46","91.01","0.00","6231.918","0.000"
"USEP","12 Sep 2019","47","90.91","0.00","6083.529","0.000"
"USEP","12 Sep 2019","48","88.38","0.00","5969.551","0.000"
"USEP","13 Sep 2019","1","84.50","0.00","5820.919","0.000"
"USEP","13 Sep 2019","2","81.06","0.00","5718.174","0.000"
"USEP","13 Sep 2019","3","75.95","0.00","5618.883","0.000"
"USEP","13 Sep 2019","4","72.89","0.00","5541.903","0.000"
"USEP","13 Sep 2019","5","71.86","0.00","5492.009","0.000"
"USEP","13 Sep 2019","6","71.29","0.00","5432.185","0.000"
"USEP","13 Sep 2019","7","70.68","0.00","5387.077","0.000"
"USEP","13 Sep 2019","8","70.67","0.00","5363.639","0.000"
"USEP","13 Sep 2019","9","69.64","0.00","5356.363","0.000"
"USEP","13 Sep 2019","10","70.77","0.00","5377.898","0.000"
"USEP","13 Sep 2019","11","71.60","0.00","5446.061","0.000"
"USEP","13 Sep 2019","12","73.51","0.00","5583.884","0.000"
"USEP","13 Sep 2019","13","77.23","0.00","5751.985","0.000"
"USEP","13 Sep 2019","14","81.23","0.00","5894.733","0.000"
"USEP","13 Sep 2019","15","84.62","0.00","6067.108","0.000"
"USEP","13 Sep 2019","16","85.93","0.00","6330.647","0.000"
"USEP","13 Sep 2019","17","91.88","0.00","6615.418","0.000"
"USEP","13 Sep 2019","18","96.76","0.00","6782.648","0.000"
"USEP","13 Sep 2019","19","99.82","0.00","6876.283","0.000"
"USEP","13 Sep 2019","20","101.19","0.00","6938.383","0.000"
"USEP","13 Sep 2019","21","105.86","0.00","6988.307","0.000"
"USEP","13 Sep 2019","22","107.03","0.00","7007.014","0.000"
"USEP","13 Sep 2019","23","109.97","0.00","6980.007","0.000"
"USEP","13 Sep 2019","24","99.82","0.00","6919.125","0.000"
"USEP","13 Sep 2019","25","97.93","0.00","6874.941","0.000"
"USEP","13 Sep 2019","26","100.49","0.00","6890.716","0.000"
"USEP","13 Sep 2019","27","101.18","0.00","6941.634","0.000"
"USEP","13 Sep 2019","28","101.19","0.00","6979.003","0.000"
"USEP","13 Sep 2019","29","101.19","0.00","6983.715","0.000"
"USEP","13 Sep 2019","30","101.18","0.00","6974.441","0.000"
"USEP","13 Sep 2019","31","101.18","0.00","6974.351","0.000"
"USEP","13 Sep 2019","32","101.18","0.00","6981.960","0.000"
"USEP","13 Sep 2019","33","101.18","0.00","6969.660","0.000"
"USEP","13 Sep 2019","34","101.00","0.00","6929.701","0.000"
"USEP","13 Sep 2019","35","100.21","0.00","6855.509","0.000"
"USEP","13 Sep 2019","36","100.16","0.00","6753.355","0.000"
"USEP","13 Sep 2019","37","96.88","0.00","6678.249","0.000"
"USEP","13 Sep 2019","38","97.83","0.00","6682.185","0.000"
"USEP","13 Sep 2019","39","96.89","0.00","6669.844","0.000"
"USEP","13 Sep 2019","40","96.80","0.00","6637.485","0.000"
"USEP","13 Sep 2019","41","95.61","0.00","6588.600","0.000"
"USEP","13 Sep 2019","42","95.59","0.00","6542.468","0.000"
"USEP","13 Sep 2019","43","91.41","0.00","6483.847","0.000"
"USEP","13 Sep 2019","44","91.06","0.00","6402.960","0.000"
"USEP","13 Sep 2019","45","90.97","0.00","6282.383","0.000"
"USEP","13 Sep 2019","46","90.93","0.00","6183.808","0.000"
"USEP","13 Sep 2019","47","90.93","0.00","6073.032","0.000"
"USEP","13 Sep 2019","48","86.89","0.00","5924.170","0.000"
"USEP","14 Sep 2019","1","82.44","0.00","5744.261","0.000"
"USEP","14 Sep 2019","2","80.36","0.00","5644.846","0.000"
"USEP","14 Sep 2019","3","75.79","0.00","5591.404","0.000"
"USEP","14 Sep 2019","4","71.11","0.00","5504.707","0.000"
"USEP","14 Sep 2019","5","70.98","0.00","5452.537","0.000"
"USEP","14 Sep 2019","6","70.65","0.00","5397.773","0.000"
"USEP","14 Sep 2019","7","70.60","0.00","5355.056","0.000"
"USEP","14 Sep 2019","8","70.50","0.00","5318.029","0.000"
"USEP","14 Sep 2019","9","70.44","0.00","5299.282","0.000"
"USEP","14 Sep 2019","10","70.49","0.00","5298.283","0.000"
"USEP","14 Sep 2019","11","70.64","0.00","5331.836","0.000"
"USEP","14 Sep 2019","12","71.32","0.00","5397.246","0.000"
"USEP","14 Sep 2019","13","71.92","0.00","5459.729","0.000"
"USEP","14 Sep 2019","14","72.47","0.00","5526.809","0.000"
"USEP","14 Sep 2019","15","73.17","0.00","5588.144","0.000"
"USEP","14 Sep 2019","16","77.15","0.00","5767.367","0.000"
"USEP","14 Sep 2019","17","87.15","0.00","6007.463","0.000"
"USEP","14 Sep 2019","18","90.89","0.00","6160.255","0.000"
"USEP","14 Sep 2019","19","90.99","0.00","6267.508","0.000"
"USEP","14 Sep 2019","20","90.99","0.00","6348.275","0.000"
"USEP","14 Sep 2019","21","95.47","0.00","6398.631","0.000"
"USEP","14 Sep 2019","22","95.50","0.00","6426.831","0.000"
"USEP","14 Sep 2019","23","94.92","0.00","6417.796","0.000"
"USEP","14 Sep 2019","24","88.11","0.00","6361.680","0.000"
"USEP","14 Sep 2019","25","86.29","0.00","6328.823","0.000"
"USEP","14 Sep 2019","26","85.94","0.00","6289.033","0.000"
"USEP","14 Sep 2019","27","85.90","0.00","6245.034","0.000"
"USEP","14 Sep 2019","28","85.90","0.00","6228.712","0.000"
"USEP","14 Sep 2019","29","85.90","0.00","6220.914","0.000"
"USEP","14 Sep 2019","30","85.86","0.00","6208.111","0.000"
"USEP","14 Sep 2019","31","85.86","0.00","6198.047","0.000"
"USEP","14 Sep 2019","32","85.89","0.00","6175.831","0.000"
"USEP","14 Sep 2019","33","85.89","0.00","6135.738","0.000"
"USEP","14 Sep 2019","34","85.84","0.00","6097.812","0.000"
"USEP","14 Sep 2019","35","86.36","0.00","6085.939","0.000"
"USEP","14 Sep 2019","36","86.37","0.00","6080.114","0.000"
"USEP","14 Sep 2019","37","87.61","0.00","6090.278","0.000"
"USEP","14 Sep 2019","38","90.87","0.00","6157.328","0.000"
"USEP","14 Sep 2019","39","88.37","0.00","6197.103","0.000"
"USEP","14 Sep 2019","40","88.37","0.00","6209.304","0.000"
"USEP","14 Sep 2019","41","88.38","0.00","6222.644","0.000"
"USEP","14 Sep 2019","42","90.96","0.00","6222.713","0.000"
"USEP","14 Sep 2019","43","90.95","0.00","6204.856","0.000"
"USEP","14 Sep 2019","44","90.90","0.00","6122.304","0.000"
"USEP","14 Sep 2019","45","93.38","0.00","6027.174","0.000"
"USEP","14 Sep 2019","46","88.33","0.00","5948.051","0.000"
"USEP","14 Sep 2019","47","82.63","0.00","5847.906","0.000"
"USEP","14 Sep 2019","48","87.77","0.00","5828.945","0.000"
